Name,Country,Query_Name,Latitude,Longitude,
Puerto-Cortes,Honduras,PUERTO-CORTES,15.825072,-87.92857769999999,"Harbor.create(name: ""Puerto-Cortes"", lat: 15.825072, lng: -87.92857769999999, query: ""PUERTO-CORTES"")"
Puerto-Penasco,Mexique,PUNTA-PENASCO,31.3268218,-113.5311843,"Harbor.create(name: ""Puerto-Penasco"", lat: 31.3268218, lng: -113.5311843, query: ""PUNTA-PENASCO"")"
Puerto-Vallarta,Mexique,PUERTO-VALLARTA,20.653407,-105.2253316,"Harbor.create(name: ""Puerto-Vallarta"", lat: 20.653407, lng: -105.2253316, query: ""PUERTO-VALLARTA"")"
Pulau Besin,Birmanie,PULAU_BESIN,,,
Punta Arenas,Chili,PUNTA_ARENAS,-53.1638329,-70.9170683,"Harbor.create(name: ""Punta Arenas"", lat: -53.1638329, lng: -70.9170683, query: ""PUNTA_ARENAS"")"
Punta Gorda,Venezuela,PUNTA_GORDA,8.5706477,-70.1589762,"Harbor.create(name: ""Punta Gorda"", lat: 8.5706477, lng: -70.1589762, query: ""PUNTA_GORDA"")"
Punta Loyola,Argentine,PUERTO_GALLEGOS,-51.61211580000001,-69.0016067,"Harbor.create(name: ""Punta Loyola"", lat: -51.61211580000001, lng: -69.0016067, query: ""PUERTO_GALLEGOS"")"
Punta Quilla,Argentine,PUNTA_QUILLA,-50.1170051,-68.4112068,"Harbor.create(name: ""Punta Quilla"", lat: -50.1170051, lng: -68.4112068, query: ""PUNTA_QUILLA"")"
Pusan (Busan),Coree du Sud,PUSAN_HANG,35.1795543,129.0756416,"Harbor.create(name: ""Pusan (Busan)"", lat: 35.1795543, lng: 129.0756416, query: ""PUSAN_HANG"")"
Pussur River,Bangladesh,PUSSUR_RIVER,,,
Qingdao,Chine,QINGDAO,36.067108,120.382609,"Harbor.create(name: ""Qingdao"", lat: 36.067108, lng: 120.382609, query: ""QINGDAO"")"
Qinhuangdao,Chine,QINHUANGDAO,39.935385,119.600493,"Harbor.create(name: ""Qinhuangdao"", lat: 39.935385, lng: 119.600493, query: ""QINHUANGDAO"")"
Quebec,Canada,QUEBEC,52.9399159,-73.5491361,"Harbor.create(name: ""Quebec"", lat: 52.9399159, lng: -73.5491361, query: ""QUEBEC"")"
Quelimane,Mozambique,QUELIMANE,-17.8502636,36.9218584,"Harbor.create(name: ""Quelimane"", lat: -17.8502636, lng: 36.9218584, query: ""QUELIMANE"")"
Quequen,Argentine,QUEQUEN,-38.5554997,-58.71656659999999,"Harbor.create(name: ""Quequen"", lat: -38.5554997, lng: -58.71656659999999, query: ""QUEQUEN"")"
s Tannurah,Arabie Saoudite,RA_S_TANNURAH,26.773008,49.998236,"Harbor.create(name: ""s Tannurah"", lat: 26.773008, lng: 49.998236, query: ""RA_S_TANNURAH"")"
s al Khafji,Arabie Saoudite,RAS_AL_KHAFJI,28.4256618,48.4887224,"Harbor.create(name: ""s al Khafji"", lat: 28.4256618, lng: 48.4887224, query: ""RAS_AL_KHAFJI"")"
ab,Arabie Saoudite,RA_S_AL_MISH_AB,,,
Rabat,Maroc,RABAT,33.9715904,-6.8498129,"Harbor.create(name: ""Rabat"", lat: 33.9715904, lng: -6.8498129, query: ""RABAT"")"
Rabaul,Papouasie-Nouvelle-Guinee,RABAUL,-4.1999648,152.1644612,"Harbor.create(name: ""Rabaul"", lat: -4.1999648, lng: 152.1644612, query: ""RABAUL"")"
Rairua (Rivavae),France (Polynesie),RAIRUA,,,
Rangoon River,Birmanie,RANGOON_RIVER,16.671216,96.23272419999999,"Harbor.create(name: ""Rangoon River"", lat: 16.671216, lng: 96.23272419999999, query: ""RANGOON_RIVER"")"
Rapa,France (Polynesie),RAPA,,,
Rarotonga,Nouvelle-Zelande,RAROTONGA,-46.4551245,167.8457255,"Harbor.create(name: ""Rarotonga"", lat: -46.4551245, lng: 167.8457255, query: ""RAROTONGA"")"
Ras Gharib,Egypte,RA_S_GHARIB,28.3514189,33.0797391,"Harbor.create(name: ""Ras Gharib"", lat: 28.3514189, lng: 33.0797391, query: ""RA_S_GHARIB"")"
Raymond,Etats-Unis,RAYMOND,43.0362094,-71.1833857,"Harbor.create(name: ""Raymond"", lat: 43.0362094, lng: -71.1833857, query: ""RAYMOND"")"
Recife,Bresil,RECIFE,-8.0578381,-34.8828969,"Harbor.create(name: ""Recife"", lat: -8.0578381, lng: -34.8828969, query: ""RECIFE"")"
Reedy Point,Etats-Unis,REEDY_POINT,38.5015009,-75.06295899999999,"Harbor.create(name: ""Reedy Point"", lat: 38.5015009, lng: -75.06295899999999, query: ""REEDY_POINT"")"
Resolute,Canada,RESOLUTE,74.697299,-94.829729,"Harbor.create(name: ""Resolute"", lat: 74.697299, lng: -94.829729, query: ""RESOLUTE"")"
Reykjavik,Islande,REYKJAVIK,64.12652059999999,-21.8174393,"Harbor.create(name: ""Reykjavik"", lat: 64.12652059999999, lng: -21.8174393, query: ""REYKJAVIK"")"
Ria de Ferrol,Espagne,EL_FERROL,43.4687069,-8.220215399999999,"Harbor.create(name: ""Ria de Ferrol"", lat: 43.4687069, lng: -8.220215399999999, query: ""EL_FERROL"")"
Richard,France,RICHARD,44.299963,0.377302,"Harbor.create(name: ""Richard"", lat: 44.299963, lng: 0.377302, query: ""RICHARD"")"
Richmond,Etats-Unis,RICHMOND,37.5407246,-77.4360481,"Harbor.create(name: ""Richmond"", lat: 37.5407246, lng: -77.4360481, query: ""RICHMOND"")"
Rijeka,Croatie,RIJEKA,45.3270631,14.442176,"Harbor.create(name: ""Rijeka"", lat: 45.3270631, lng: 14.442176, query: ""RIJEKA"")"
Rikitea,France (Polynesie),RIKITEA,,,
Rio Grande,Bresil,PORTO_DO_RIO_GRANDE,-32.0353776,-52.1075802,"Harbor.create(name: ""Rio Grande"", lat: -32.0353776, lng: -52.1075802, query: ""PORTO_DO_RIO_GRANDE"")"
Rio Negro,Argentine,RIO_NEGRO,-40.8261434,-63.0266339,"Harbor.create(name: ""Rio Negro"", lat: -40.8261434, lng: -63.0266339, query: ""RIO_NEGRO"")"
Rio de Janeiro,Bresil,RIO_DE_JANEIRO,-22.9068467,-43.1728965,"Harbor.create(name: ""Rio de Janeiro"", lat: -22.9068467, lng: -43.1728965, query: ""RIO_DE_JANEIRO"")"
River Tees Entrance,Royaume-Uni,RIVER_TEES_ENTRANCE,,,
Rochers Noirs (Tubuai),France (Polynesie),ROCHERS_NOIRS,,,
Rorvik,Norvege,RORVIK,64.8620756,11.2373375,"Harbor.create(name: ""Rorvik"", lat: 64.8620756, lng: 11.2373375, query: ""RORVIK"")"
Rosales,Argentine,ROSALES,-34.1719026,-63.15409339999999,"Harbor.create(name: ""Rosales"", lat: -34.1719026, lng: -63.15409339999999, query: ""ROSALES"")"
Roscoff,France,ROSCOFF,48.726199,-3.985325,"Harbor.create(name: ""Roscoff"", lat: 48.726199, lng: -3.985325, query: ""ROSCOFF"")"
Rosyth,Royaume-Uni,ROSYTH,56.03646999999999,-3.423064,"Harbor.create(name: ""Rosyth"", lat: 56.03646999999999, lng: -3.423064, query: ""ROSYTH"")"
Rota,Espagne,ROTA,36.6236874,-6.3601441,"Harbor.create(name: ""Rota"", lat: 36.6236874, lng: -6.3601441, query: ""ROTA"")"
Royan,France,ROYAN,45.623027,-1.043182,"Harbor.create(name: ""Royan"", lat: 45.623027, lng: -1.043182, query: ""ROYAN"")"
Rustico,Canada,RUSTICO,46.4166669,-63.3,"Harbor.create(name: ""Rustico"", lat: 46.4166669, lng: -63.3, query: ""RUSTICO"")"
Safi,Maroc,SAFI,32.3008151,-9.2272033,"Harbor.create(name: ""Safi"", lat: 32.3008151, lng: -9.2272033, query: ""SAFI"")"
Sagar Island,Inde,SAGAR_ISLAND,21.7268896,88.1096118,"Harbor.create(name: ""Sagar Island"", lat: 21.7268896, lng: 88.1096118, query: ""SAGAR_ISLAND"")"
Saint Georges,Grenade,SAINT_GEORGES_HARBOUR,12.0560975,-61.7487996,"Harbor.create(name: ""Saint Georges"", lat: 12.0560975, lng: -61.7487996, query: ""SAINT_GEORGES_HARBOUR"")"
Saint Helier,Jersey,SAINT_HELIER,49.1805019,-2.103233,"Harbor.create(name: ""Saint Helier"", lat: 49.1805019, lng: -2.103233, query: ""SAINT_HELIER"")"
Saint John,Canada,SAINT_JOHN,45.2733153,-66.0633081,"Harbor.create(name: ""Saint John"", lat: 45.2733153, lng: -66.0633081, query: ""SAINT_JOHN"")"
Saint Marks,Etats-Unis,SAINT_MARKS_RIVER,30.1610379,-84.2062825,"Harbor.create(name: ""Saint Marks"", lat: 30.1610379, lng: -84.2062825, query: ""SAINT_MARKS_RIVER"")"
Saint Martin Marigot,France (Antilles),SAINT-MARTIN_MARIGOT,18.08255,-63.05225100000001,"Harbor.create(name: ""Saint Martin Marigot"", lat: 18.08255, lng: -63.05225100000001, query: ""SAINT-MARTIN_MARIGOT"")"
Saint Petersburg,Etats-Unis,SAINT_PETERSBURG,27.7518284,-82.6267345,"Harbor.create(name: ""Saint Petersburg"", lat: 27.7518284, lng: -82.6267345, query: ""SAINT_PETERSBURG"")"
Saint Thomas,Etats-Unis (Iles Vierges),SAINT_THOMAS,,,
Saint-Cast,France,SAINT-CAST,48.632091,-2.259804,"Harbor.create(name: ""Saint-Cast"", lat: 48.632091, lng: -2.259804, query: ""SAINT-CAST"")"
Oleron,France,SAINT-DENIS_D_OLERON,45.953973,-1.2733651,"Harbor.create(name: ""Oleron"", lat: 45.953973, lng: -1.2733651, query: ""SAINT-DENIS_D_OLERON"")"
Saint-Germain-sur-Ay,France,SAINT-GERMAIN-SUR-AY,49.235447,-1.593386,"Harbor.create(name: ""Saint-Germain-sur-Ay"", lat: 49.235447, lng: -1.593386, query: ""SAINT-GERMAIN-SUR-AY"")"
Saint-Gilles-Croix-de-Vie,France,SAINT-GILLES-CROIX-DE-VIE,46.69777699999999,-1.944529,"Harbor.create(name: ""Saint-Gilles-Croix-de-Vie"", lat: 46.69777699999999, lng: -1.944529, query: ""SAINT-GILLES-CROIX-DE-VIE"")"
,France,SAINT-GUENOLE,46.227638,2.213749,
Saint-Jean-de-Luz,France,SOCOA,43.388051,-1.663055,"Harbor.create(name: ""Saint-Jean-de-Luz"", lat: 43.388051, lng: -1.663055, query: ""SOCOA"")"
s,Canada,SAINT_JOHN_HARBOUR,56.130366,-106.346771,"Harbor.create(name: ""s"", lat: 56.130366, lng: -106.346771, query: ""SAINT_JOHN_HARBOUR"")"
Saint-Louis,Senegal,SAINT_LOUIS,16.0326307,-16.4818167,"Harbor.create(name: ""Saint-Louis"", lat: 16.0326307, lng: -16.4818167, query: ""SAINT_LOUIS"")"
Saint-Malo,France,SAINT-MALO,48.649337,-2.025674,"Harbor.create(name: ""Saint-Malo"", lat: 48.649337, lng: -2.025674, query: ""SAINT-MALO"")"
Saint-Martin-de-Re,France,SAINT-MARTIN_DE_RE,46.203401,-1.367376,"Harbor.create(name: ""Saint-Martin-de-Re"", lat: 46.203401, lng: -1.367376, query: ""SAINT-MARTIN_DE_RE"")"
Saint-Michael,Etats-Unis (Alaska),ST_MICHAEL,63.4780556,-162.0391667,"Harbor.create(name: ""Saint-Michael"", lat: 63.4780556, lng: -162.0391667, query: ""ST_MICHAEL"")"
Saint-Nazaire,France,SAINT-NAZAIRE,47.2734979,-2.213848,"Harbor.create(name: ""Saint-Nazaire"", lat: 47.2734979, lng: -2.213848, query: ""SAINT-NAZAIRE"")"
Saint-Pierre (Ile de la La Reunion),France (Ocean Indien),SAINT-PIERRE_LA_REUNION,,,
Saint-Pierre (Martinique),France (Antilles),SAINT-PIERRE_MARTINIQUE,14.7549809,-61.1519716,"Harbor.create(name: ""Saint-Pierre (Martinique)"", lat: 14.7549809, lng: -61.1519716, query: ""SAINT-PIERRE_MARTINIQUE"")"
Saint-Pierre-et-Miquelon,France (Saint-Pierre et Miquelon),ILE_SAINT-PIERRE,,,
Saint-Quay-Portrieux,France,SAINT-QUAY-PORTRIEUX,48.6480279,-2.828941,"Harbor.create(name: ""Saint-Quay-Portrieux"", lat: 48.6480279, lng: -2.828941, query: ""SAINT-QUAY-PORTRIEUX"")"
Saint-Vaast-la-Hougue,France,SAINT-VAAST-LA-HOUGUE,49.587369,-1.268371,"Harbor.create(name: ""Saint-Vaast-la-Hougue"", lat: 49.587369, lng: -1.268371, query: ""SAINT-VAAST-LA-HOUGUE"")"
Saint-Valery-en-Caux,France,SAINT-VALERY-EN-CAUX,49.860582,0.708557,"Harbor.create(name: ""Saint-Valery-en-Caux"", lat: 49.860582, lng: 0.708557, query: ""SAINT-VALERY-EN-CAUX"")"
Saint-Vincent,Saint-Vincent-et-les Grenadines,KINGSTOWN_ST_VINCENT,13.250974,-61.186348,"Harbor.create(name: ""Saint-Vincent"", lat: 13.250974, lng: -61.186348, query: ""KINGSTOWN_ST_VINCENT"")"
union),France (Ocean Indien),SAINTE_MARIE_LA_REUNION,,,
Sainte-Helene,Royaume-Uni,JAMES_BAY,,,
Sainte-Lucie (S. Lucia),Sainte-Lucie,PORT_CASTRIES,13.909444,-60.978893,"Harbor.create(name: ""Sainte-Lucie (S. Lucia)"", lat: 13.909444, lng: -60.978893, query: ""PORT_CASTRIES"")"
Sakate,Japon,SAKATE,38.9147858,139.8365708,"Harbor.create(name: ""Sakate"", lat: 38.9147858, lng: 139.8365708, query: ""SAKATE"")"
Salina Cruz,Mexique,SALINA_CRUZ,16.1842839,-95.20876249999999,"Harbor.create(name: ""Salina Cruz"", lat: 16.1842839, lng: -95.20876249999999, query: ""SALINA_CRUZ"")"
Salinopolis,Bresil,SALINOPOLIS,-0.6228800999999999,-47.3468881,"Harbor.create(name: ""Salinopolis"", lat: -0.6228800999999999, lng: -47.3468881, query: ""SALINOPOLIS"")"
Salvador,Bresil,SALVADOR,-12.9730401,-38.502304,"Harbor.create(name: ""Salvador"", lat: -12.9730401, lng: -38.502304, query: ""SALVADOR"")"
Samcheongpo,Coree du Sud,SAMCH_ONP_O,34.9243809,128.076996,"Harbor.create(name: ""Samcheongpo"", lat: 34.9243809, lng: 128.076996, query: ""SAMCH_ONP_O"")"
Samut Sakhon,Thailande,TACHIN,13.5475216,100.2743956,"Harbor.create(name: ""Samut Sakhon"", lat: 13.5475216, lng: 100.2743956, query: ""TACHIN"")"
San Antonio,Argentine,SAN_ANTONIO,-40.9966323,-65.3807101,"Harbor.create(name: ""San Antonio"", lat: -40.9966323, lng: -65.3807101, query: ""SAN_ANTONIO"")"
San Blas,Argentine,SAN_BLAS,-34.6169695,-58.49083090000001,"Harbor.create(name: ""San Blas"", lat: -34.6169695, lng: -58.49083090000001, query: ""SAN_BLAS"")"
San Carlos,Mexique,SAN_CARLOS_BAJA_CALIFORNI,27.9618923,-111.0371763,"Harbor.create(name: ""San Carlos"", lat: 27.9618923, lng: -111.0371763, query: ""SAN_CARLOS_BAJA_CALIFORNI"")"
San Clemente del Tuyu,Argentine,SAN_CLEMENTE,-36.3688312,-56.7185135,"Harbor.create(name: ""San Clemente del Tuyu"", lat: -36.3688312, lng: -56.7185135, query: ""SAN_CLEMENTE"")"
San Cristobal (Galapagos),Equateur,SAN_CRISTOBAL,-0.9080205999999998,-89.5568382,"Harbor.create(name: ""San Cristobal (Galapagos)"", lat: -0.9080205999999998, lng: -89.5568382, query: ""SAN_CRISTOBAL"")"
San Diego,Etats-Unis,SAN_DIEGO,32.715738,-117.1610838,"Harbor.create(name: ""San Diego"", lat: 32.715738, lng: -117.1610838, query: ""SAN_DIEGO"")"
San Fernando (Argentine),Argentine,SAN_FERNANDO_ARGENTINA,-34.4430618,-58.55796429999999,"Harbor.create(name: ""San Fernando (Argentine)"", lat: -34.4430618, lng: -58.55796429999999, query: ""SAN_FERNANDO_ARGENTINA"")"
San Fernando,Philippines,SAN_FERNANDO,15.0593937,120.6567054,"Harbor.create(name: ""San Fernando"", lat: 15.0593937, lng: 120.6567054, query: ""SAN_FERNANDO"")"
San Francisco,Etats-Unis,SAN_FRANCISCO,37.7749295,-122.4194155,"Harbor.create(name: ""San Francisco"", lat: 37.7749295, lng: -122.4194155, query: ""SAN_FRANCISCO"")"
San Juan (Puerto Rico),Porto-Rico,SAN_JUAN_PUERTO_RICO,18.4655394,-66.1057355,"Harbor.create(name: ""San Juan (Puerto Rico)"", lat: 18.4655394, lng: -66.1057355, query: ""SAN_JUAN_PUERTO_RICO"")"
San Juan,Argentine,SAN_JUAN,-31.5351074,-68.5385941,"Harbor.create(name: ""San Juan"", lat: -31.5351074, lng: -68.5385941, query: ""SAN_JUAN"")"
San Julian,Argentine,SAN_JULIAN,-24.0389309,-63.1856804,"Harbor.create(name: ""San Julian"", lat: -24.0389309, lng: -63.1856804, query: ""SAN_JULIAN"")"
San Pedro,Cote d,SAN_PEDRO,18.4708968,-69.9156945,"Harbor.create(name: ""San Pedro"", lat: 18.4708968, lng: -69.9156945, query: ""SAN_PEDRO"")"
San Roman,Argentine,SAN_ROMAN,-38.7390366,-61.5402946,"Harbor.create(name: ""San Roman"", lat: -38.7390366, lng: -61.5402946, query: ""SAN_ROMAN"")"
San Sebastian,Argentine,SAN_SEBASTIAN,-53.2995532,-68.4575038,"Harbor.create(name: ""San Sebastian"", lat: -53.2995532, lng: -68.4575038, query: ""SAN_SEBASTIAN"")"
Sandakan,Malaisie,SANDAKAN,5.839443999999999,118.1171729,"Harbor.create(name: ""Sandakan"", lat: 5.839443999999999, lng: 118.1171729, query: ""SANDAKAN"")"
Sandettie Est,France,SANDETTIE_EST,50.7358881,1.6017881,"Harbor.create(name: ""Sandettie Est"", lat: 50.7358881, lng: 1.6017881, query: ""SANDETTIE_EST"")"
Sandy Hook,Etats-Unis,SANDY_HOOK,40.4333496,-73.9885498,"Harbor.create(name: ""Sandy Hook"", lat: 40.4333496, lng: -73.9885498, query: ""SANDY_HOOK"")"
Santa Cruz (Galapagos),Equateur,BALTRA-A_GALAPAGOS,-0.5333329,-90.35,"Harbor.create(name: ""Santa Cruz (Galapagos)"", lat: -0.5333329, lng: -90.35, query: ""BALTRA-A_GALAPAGOS"")"
Santa Cruz (I. Flores),Portugal,SANTA_CRUZ_DAS_FLORES,39.4582827,-31.1338071,"Harbor.create(name: ""Santa Cruz (I. Flores)"", lat: 39.4582827, lng: -31.1338071, query: ""SANTA_CRUZ_DAS_FLORES"")"
Santa Cruz (Luzon),Philippines,SANTA_CRUZ_LUZON,14.2691095,121.4113308,"Harbor.create(name: ""Santa Cruz (Luzon)"", lat: 14.2691095, lng: 121.4113308, query: ""SANTA_CRUZ_LUZON"")"
Santa Cruz de Tenerife,Espagne,SANTA_CRUZ_DE_TENERIFE,28.4636296,-16.2518467,"Harbor.create(name: ""Santa Cruz de Tenerife"", lat: 28.4636296, lng: -16.2518467, query: ""SANTA_CRUZ_DE_TENERIFE"")"
Santa Elena,Argentine,SANTA_ELENA,-30.9462887,-59.78537659999999,"Harbor.create(name: ""Santa Elena"", lat: -30.9462887, lng: -59.78537659999999, query: ""SANTA_ELENA"")"
Santana,Bresil,PORTO_DE_SANTANA,-23.498181,-46.6263306,"Harbor.create(name: ""Santana"", lat: -23.498181, lng: -46.6263306, query: ""PORTO_DE_SANTANA"")"
Santander,Espagne,SANTANDER,43.46230569999999,-3.8099803,"Harbor.create(name: ""Santander"", lat: 43.46230569999999, lng: -3.8099803, query: ""SANTANDER"")"
Santo Antonio (I. do Principe),Sao Tome et Principe,SANTO_ANTONIO-PRINCIPE,1.6367611,7.417856999999999,"Harbor.create(name: ""Santo Antonio (I. do Principe)"", lat: 1.6367611, lng: 7.417856999999999, query: ""SANTO_ANTONIO-PRINCIPE"")"
Santo Antonio do Zaire,Angola,SANTO_ANTONIO_DO_ZAIRE,-6.1410265,12.3521148,"Harbor.create(name: ""Santo Antonio do Zaire"", lat: -6.1410265, lng: 12.3521148, query: ""SANTO_ANTONIO_DO_ZAIRE"")"
Santos,Bresil,SANTOS,-23.9678823,-46.3288865,"Harbor.create(name: ""Santos"", lat: -23.9678823, lng: -46.3288865, query: ""SANTOS"")"
Sao Francisco do Sul,Bresil,SAO_FRANCISCO_DO_SUL,-26.2492482,-48.635372,"Harbor.create(name: ""Sao Francisco do Sul"", lat: -26.2492482, lng: -48.635372, query: ""SAO_FRANCISCO_DO_SUL"")"
Sao Luis,Bresil,SAO_LUIS,-2.5391099,-44.28290459999999,"Harbor.create(name: ""Sao Luis"", lat: -2.5391099, lng: -44.28290459999999, query: ""SAO_LUIS"")"
Sao Sebastiao,Bresil,SAO_SEBASTIAO,-23.8063468,-45.4016534,"Harbor.create(name: ""Sao Sebastiao"", lat: -23.8063468, lng: -45.4016534, query: ""SAO_SEBASTIAO"")"
Sao Tome (I. do Sao Tome),Sao Tome et Principe,SAO_TOME,0.3301924,6.733343,"Harbor.create(name: ""Sao Tome (I. do Sao Tome)"", lat: 0.3301924, lng: 6.733343, query: ""SAO_TOME"")"
Sasebo,Japon,SASEBO,33.1799153,129.7151101,"Harbor.create(name: ""Sasebo"", lat: 33.1799153, lng: 129.7151101, query: ""SASEBO"")"
Sassandra,Cote d,SASSANDRA,5.388518299999999,-4.0034656,"Harbor.create(name: ""Sassandra"", lat: 5.388518299999999, lng: -4.0034656, query: ""SASSANDRA"")"
Sattahip,Thailande,SATTAHIP,12.6869126,100.8991043,"Harbor.create(name: ""Sattahip"", lat: 12.6869126, lng: 100.8991043, query: ""SATTAHIP"")"
Savannah,Etats-Unis,SAVANNAH_RIVER,32.0835407,-81.09983419999999,"Harbor.create(name: ""Savannah"", lat: 32.0835407, lng: -81.09983419999999, query: ""SAVANNAH_RIVER"")"
Scarborough,Trinite-et-Tobago,SCARBOROUGH_TOBAGO,11.1869803,-60.7301511,"Harbor.create(name: ""Scarborough"", lat: 11.1869803, lng: -60.7301511, query: ""SCARBOROUGH_TOBAGO"")"
Scheveningen,Pays-Bas,SCHEVENINGEN,52.1024015,4.3021834,"Harbor.create(name: ""Scheveningen"", lat: 52.1024015, lng: 4.3021834, query: ""SCHEVENINGEN"")"
Scotia,Antarctique (South Orkney Islands),SCOTIA,58.9809401,-2.9605206,"Harbor.create(name: ""Scotia"", lat: 58.9809401, lng: -2.9605206, query: ""SCOTIA"")"
Scrabster,Royaume-Uni,SCRABSTER,58.61102599999999,-3.552627,"Harbor.create(name: ""Scrabster"", lat: 58.61102599999999, lng: -3.552627, query: ""SCRABSTER"")"
Seattle,Etats-Unis,SEATTLE,47.6062095,-122.3320708,"Harbor.create(name: ""Seattle"", lat: 47.6062095, lng: -122.3320708, query: ""SEATTLE"")"
Seeadler Harbour,Papouasie-Nouvelle-Guinee,SEEADLER_HARBOUR,-1.9886111,147.2822222,"Harbor.create(name: ""Seeadler Harbour"", lat: -1.9886111, lng: 147.2822222, query: ""SEEADLER_HARBOUR"")"
Seldovia,Etats-Unis (Alaska),SELDOVIA,59.4380556,-151.7113889,"Harbor.create(name: ""Seldovia"", lat: 59.4380556, lng: -151.7113889, query: ""SELDOVIA"")"
Sembawang,Malaisie,SEMBAWANG,1.4491107,103.8184954,"Harbor.create(name: ""Sembawang"", lat: 1.4491107, lng: 103.8184954, query: ""SEMBAWANG"")"
Senyavin Islands,Micronesie,METARANIMU_KO_PONAPE_TO,6.833333,158.133333,"Harbor.create(name: ""Senyavin Islands"", lat: 6.833333, lng: 158.133333, query: ""METARANIMU_KO_PONAPE_TO"")"
Seogwipo,Coree du Sud,SOGWI_PO,33.2541205,126.560076,"Harbor.create(name: ""Seogwipo"", lat: 33.2541205, lng: 126.560076, query: ""SOGWI_PO"")"
Sept-Iles,Canada,SEPT-ILES,50.21329679999999,-66.3757921,"Harbor.create(name: ""Sept-Iles"", lat: 50.21329679999999, lng: -66.3757921, query: ""SEPT-ILES"")"
Sesimbra,Portugal,SESIMBRA,38.44421699999999,-9.1014903,"Harbor.create(name: ""Sesimbra"", lat: 38.44421699999999, lng: -9.1014903, query: ""SESIMBRA"")"
Sete,France,SETE,43.4078758,3.7008219,"Harbor.create(name: ""Sete"", lat: 43.4078758, lng: 3.7008219, query: ""SETE"")"
Setubal,Portugal,SETUBAL_TROIA,38.5260437,-8.8909328,"Harbor.create(name: ""Setubal"", lat: 38.5260437, lng: -8.8909328, query: ""SETUBAL_TROIA"")"
Sevilla,Espagne,SEVILLA,37.3890924,-5.9844589,"Harbor.create(name: ""Sevilla"", lat: 37.3890924, lng: -5.9844589, query: ""SEVILLA"")"
Seward,Etats-Unis (Alaska),SEWARD,60.10416669999999,-149.4422222,"Harbor.create(name: ""Seward"", lat: 60.10416669999999, lng: -149.4422222, query: ""SEWARD"")"
Sfax,Tunisie,SFAX,34.7478469,10.766163,"Harbor.create(name: ""Sfax"", lat: 34.7478469, lng: 10.766163, query: ""SFAX"")"
Shantou,Chine,SWATOW,23.354091,116.681972,"Harbor.create(name: ""Shantou"", lat: 23.354091, lng: 116.681972, query: ""SWATOW"")"
Shatt-el-Arab,Irak,SHATT_AL_ARAB,,,
Shediac,Canada,SHEDIAC_BAY,46.22019720000001,-64.5346866,"Harbor.create(name: ""Shediac"", lat: 46.22019720000001, lng: -64.5346866, query: ""SHEDIAC_BAY"")"
Sheerness,Royaume-Uni,SHEERNESS,51.44011,0.764158,"Harbor.create(name: ""Sheerness"", lat: 51.44011, lng: 0.764158, query: ""SHEERNESS"")"
Shidao,Chine,WANGJIA_WAN,,,
Shimizu,Japon,SHIMIZU,35.0158879,138.4895275,"Harbor.create(name: ""Shimizu"", lat: 35.0158879, lng: 138.4895275, query: ""SHIMIZU"")"
Shimonoseki,Japon,SHIMONOSEKI,33.9578307,130.941459,"Harbor.create(name: ""Shimonoseki"", lat: 33.9578307, lng: 130.941459, query: ""SHIMONOSEKI"")"
Shiogama,Japon,SHIOGAMA,38.3143623,141.0220272,"Harbor.create(name: ""Shiogama"", lat: 38.3143623, lng: 141.0220272, query: ""SHIOGAMA"")"
Shoreham,Royaume-Uni,SHOREHAM,50.8342086,-0.2715558,"Harbor.create(name: ""Shoreham"", lat: 50.8342086, lng: -0.2715558, query: ""SHOREHAM"")"
Shortt Island,Inde,SHORTT_ISLAND,20.7941349,86.91294810000001,"Harbor.create(name: ""Shortt Island"", lat: 20.7941349, lng: 86.91294810000001, query: ""SHORTT_ISLAND"")"
Sibenik,Croatie,SIBENIK,43.7350196,15.8952045,"Harbor.create(name: ""Sibenik"", lat: 43.7350196, lng: 15.8952045, query: ""SIBENIK"")"
Sines,Portugal,SINES,37.9571555,-8.860890699999999,"Harbor.create(name: ""Sines"", lat: 37.9571555, lng: -8.860890699999999, query: ""SINES"")"
Singapour,Singapour,SINGAPORE,1.3553794,103.8677444,"Harbor.create(name: ""Singapour"", lat: 1.3553794, lng: 103.8677444, query: ""SINGAPORE"")"
Sitka,Etats-Unis (Alaska),SITKA,57.0530556,-135.33,"Harbor.create(name: ""Sitka"", lat: 57.0530556, lng: -135.33, query: ""SITKA"")"
Sittwe (Akyab),Birmanie,AKYAB,20.1527657,92.86768610000001,"Harbor.create(name: ""Sittwe (Akyab)"", lat: 20.1527657, lng: 92.86768610000001, query: ""AKYAB"")"
Sohojin Hang,Coree du Nord,SEIKOSHIN,39.8166667,127.6333333,"Harbor.create(name: ""Sohojin Hang"", lat: 39.8166667, lng: 127.6333333, query: ""SEIKOSHIN"")"
Sokcho,Coree du Sud,SOKCHO,38.2070148,128.5918488,"Harbor.create(name: ""Sokcho"", lat: 38.2070148, lng: 128.5918488, query: ""SOKCHO"")"
Solenzara,France,SOLENZARA,41.857045,9.399654,"Harbor.create(name: ""Solenzara"", lat: 41.857045, lng: 9.399654, query: ""SOLENZARA"")"
aek),Coree du Nord,SONGJIN,40.668162,129.1902694,"Harbor.create(name: ""aek)"", lat: 40.668162, lng: 129.1902694, query: ""SONGJIN"")"
